Age,Attrition,BusinessTravel,Department,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,Modeofwork,Jobmode
37,Yes,Travel_Frequently,Research & Development,Male,3,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,WFH,Part Time
51,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Married,2723,1,No,11,3,WFH,Part Time
44,Yes,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,OFFICE,Contract
36,No,Travel_Frequently,Research & Development,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,3,OFFICE,FullTime
39,Yes,Travel_Rarely,Sales,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,OFFICE,FullTime
43,No,Travel_Rarely,Research & Development,Female,3,3,Healthcare Representative,1,Married,9985,8,No,16,3,WFH,FullTime
42,No,Travel_Rarely,Research & Development,Female,3,4,Research Director,4,Single,15992,2,No,14,3,WFH,FullTime
42,No,Travel_Rarely,Research & Development,Male,2,2,Healthcare Representative,4,Single,6781,3,No,23,4,WFH,Contract
36,No,Non-Travel,Sales,Female,3,2,Sales Executive,4,Single,6653,4,No,15,3,WFH,Contract
33,Yes,Travel_Rarely,Sales,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,OFFICE,Contract
46,No,Non-Travel,Research & Development,Female,3,2,Manufacturing Director,3,Married,5258,2,No,14,3,WFH,Contract
21,Yes,Travel_Rarely,Sales,Female,4,1,Sales Representative,2,Single,2716,1,No,15,3,WFH,Part Time
35,No,Travel_Rarely,Research & Development,Male,2,2,Healthcare Representative,2,Single,6540,9,No,19,3,OFFICE,FullTime
30,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Married,2476,1,No,18,3,WFH,FullTime
30,Yes,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,4,Single,2285,9,Yes,23,4,WFH,FullTime
37,No,Travel_Rarely,Research & Development,Male,3,2,Manufacturing Director,2,Single,4197,2,Yes,12,3,OFFICE,FullTime
40,No,Travel_Rarely,Research & Development,Female,2,2,Laboratory Technician,3,Married,3448,6,No,22,4,WFH,Contract
38,No,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,23,4,WFH,FullTime
19,Yes,Travel_Rarely,Human Resources,Male,2,1,Human Resources,4,Single,2564,1,No,12,3,WFH,FullTime
57,No,Travel_Rarely,Sales,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,WFH,Contract
54,No,Travel_Rarely,Research & Development,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,WFH,FullTime
31,Yes,Travel_Frequently,Research & Development,Male,3,3,Healthcare Representative,3,Married,9824,3,No,12,3,WFH,FullTime
40,No,Non-Travel,Sales,Male,1,3,Sales Executive,1,Divorced,10932,3,No,15,3,WFH,FullTime
26,Yes,Travel_Rarely,Research & Development,Male,1,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,WFH,Contract
38,No,Travel_Rarely,Research & Development,Female,3,2,Healthcare Representative,3,Married,9824,3,No,19,3,WFH,Contract
24,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,2,Married,2127,1,No,21,4,OFFICE,FullTime
30,Yes,Travel_Frequently,Sales,Male,2,1,Sales Representative,1,Married,2033,1,No,18,3,WFH,Contract
20,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,2,Single,2836,1,No,13,3,WFH,Part Time
43,No,Travel_Rarely,Research & Development,Male,2,4,Research Director,4,Divorced,16627,4,Yes,14,3,WFH,Contract
30,No,Travel_Frequently,Research & Development,Female,3,1,Research Scientist,3,Divorced,2083,1,No,20,4,WFH,FullTime
45,Yes,Travel_Frequently,Sales,Female,3,2,Sales Executive,1,Married,4286,2,No,14,3,OFFICE,Contract
20,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Single,1009,1,Yes,11,3,OFFICE,FullTime
35,No,Non-Travel,Research & Development,Male,2,1,Laboratory Technician,3,Married,1281,1,No,18,3,WFH,FullTime
37,No,Travel_Rarely,Research & Development,Male,4,1,Research Scientist,4,Single,4680,3,No,17,3,WFH,FullTime
38,No,Travel_Rarely,Research & Development,Female,3,3,Manufacturing Director,3,Single,7861,4,Yes,14,3,OFFICE,Contract
29,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,3,Single,2642,1,No,11,3,WFH,Contract
35,No,Non-Travel,Research & Development,Female,3,2,Healthcare Representative,1,Divorced,5093,2,No,11,3,WFH,Part Time
38,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Married,3057,6,Yes,13,3,OFFICE,FullTime
24,No,Non-Travel,Research & Development,Male,2,1,Laboratory Technician,2,Divorced,2694,1,No,11,3,OFFICE,Part Time
29,Yes,Travel_Rarely,Research & Development,Female,2,1,Laboratory Technician,1,Married,2319,1,Yes,11,3,OFFICE,Part Time
40,No,Travel_Frequently,Research & Development,Male,2,2,Laboratory Technician,3,Single,5094,6,No,14,3,OFFICE,Part Time
45,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,3,Single,2274,1,No,14,3,OFFICE,Contract
37,No,Travel_Rarely,Sales,Male,2,2,Sales Executive,3,Divorced,6334,4,No,19,3,OFFICE,Part Time
32,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Single,2795,1,Yes,24,4,WFH,Part Time
58,Yes,Travel_Frequently,Research & Development,Male,2,1,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,OFFICE,Contract
43,No,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,2,Divorced,4765,4,No,21,4,OFFICE,FullTime
21,Yes,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,4,Single,2693,1,No,19,3,WFH,Part Time
27,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,3,Single,2318,1,No,19,3,OFFICE,FullTime
34,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,2,Divorced,2008,1,No,14,3,WFH,FullTime
25,Yes,Travel_Rarely,Sales,Male,2,1,Sales Representative,2,Married,2413,1,Yes,18,3,WFH,FullTime
40,No,Travel_Rarely,Sales,Male,2,3,Sales Executive,2,Divorced,9705,2,No,12,3,OFFICE,FullTime
19,Yes,Travel_Rarely,Sales,Male,2,1,Sales Representative,2,Single,2121,1,Yes,13,3,OFFICE,Contract
20,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,1,Single,2973,1,No,19,3,OFFICE,Contract
40,No,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,2,Divorced,3617,8,Yes,14,3,WFH,Contract
58,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Single,2479,4,No,24,4,WFH,Contract
40,Yes,Non-Travel,Sales,Female,4,4,Sales Executive,2,Single,13194,4,Yes,16,3,OFFICE,FullTime
20,Yes,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,1,Single,2600,1,Yes,15,3,OFFICE,FullTime
42,No,Travel_Rarely,Sales,Male,3,5,Manager,3,Married,18303,6,No,13,3,WFH,Part Time
50,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,2380,4,No,18,3,WFH,FullTime
37,Yes,Travel_Rarely,Research & Development,Female,1,2,Healthcare Representative,2,Married,4777,5,No,15,3,OFFICE,FullTime
38,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,4,Single,6861,8,Yes,12,3,WFH,Contract
36,Yes,Travel_Rarely,Research & Development,Male,3,2,Laboratory Technician,3,Divorced,4834,7,No,14,3,OFFICE,FullTime
34,No,Travel_Rarely,Sales,Female,3,1,Sales Representative,3,Married,2220,1,Yes,19,3,OFFICE,FullTime
28,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Married,1052,1,No,22,4,WFH,Contract
43,No,Travel_Rarely,Sales,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,OFFICE,Part Time
21,Yes,Travel_Rarely,Research & Development,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,OFFICE,Contract
37,No,Travel_Rarely,Sales,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,WFH,Part Time
26,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,OFFICE,FullTime
28,Yes,Travel_Frequently,Research & Development,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,WFH,Contract
38,No,Travel_Rarely,Sales,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,WFH,Part Time
42,No,Travel_Rarely,Research & Development,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,WFH,FullTime
41,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,OFFICE,FullTime
28,Yes,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,OFFICE,FullTime
40,No,Travel_Frequently,Research & Development,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,WFH,Part Time
32,No,Non-Travel,Sales,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,OFFICE,FullTime
19,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,1,Single,2552,1,No,25,4,WFH,Contract
41,Yes,Non-Travel,Research & Development,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,WFH,Contract
24,Yes,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,OFFICE,FullTime
42,No,Travel_Frequently,Research & Development,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,OFFICE,Part Time
19,Yes,Non-Travel,Research & Development,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,OFFICE,Part Time
49,No,Travel_Rarely,Research & Development,Male,2,5,Manager,3,Married,18711,2,No,13,3,OFFICE,Contract
48,No,Travel_Rarely,Research & Development,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,OFFICE,Part Time
48,No,Travel_Rarely,Research & Development,Male,2,5,Research Director,4,Single,18265,6,No,12,3,WFH,Part Time
34,No,Travel_Rarely,Research & Development,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,WFH,FullTime
19,No,Travel_Rarely,Research & Development,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,WFH,Contract
23,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,OFFICE,FullTime
25,Yes,Travel_Frequently,Sales,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,OFFICE,FullTime
42,No,Travel_Rarely,Research & Development,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,WFH,FullTime
27,No,Travel_Rarely,Sales,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,OFFICE,Contract
31,Yes,Travel_Frequently,Sales,Female,2,1,Sales Representative,4,Single,2785,7,No,14,3,WFH,Contract
31,Yes,Travel_Frequently,Sales,Female,1,1,Sales Representative,3,Single,1359,1,No,12,3,WFH,Part Time
31,Yes,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,2,Single,1261,1,No,12,3,WFH,Contract
39,Yes,Non-Travel,Research & Development,Female,2,1,Laboratory Technician,1,Single,3646,2,Yes,23,4,WFH,Contract
44,No,Travel_Frequently,Sales,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,OFFICE,Contract
30,No,Non-Travel,Research & Development,Male,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,WFH,Contract
35,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,OFFICE,Contract
24,No,Non-Travel,Sales,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,OFFICE,FullTime
28,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,3,Divorced,1563,1,No,14,3,OFFICE,Contract
42,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,2,Married,4841,4,No,14,3,WFH,Contract
24,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,WFH,FullTime
29,No,Travel_Rarely,Research & Development,Male,4,1,Research Scientist,3,Married,2451,6,No,18,3,OFFICE,Contract
35,Yes,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,OFFICE,FullTime
34,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Single,2972,1,No,13,3,OFFICE,FullTime
26,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,4,Married,2061,1,No,21,4,WFH,Contract
36,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,3,Single,6815,6,No,13,3,WFH,Part Time
50,No,Travel_Rarely,Sales,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,OFFICE,FullTime
42,No,Travel_Rarely,Research & Development,Male,2,5,Manager,4,Single,19613,8,No,22,4,OFFICE,Contract
35,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,4,Married,2690,1,No,18,3,WFH,Contract
28,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,WFH,FullTime
32,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,3,OFFICE,FullTime
60,No,Travel_Rarely,Research & Development,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,OFFICE,Contract
24,Yes,Travel_Rarely,Human Resources,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,OFFICE,FullTime
40,No,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,OFFICE,Contract
47,No,Non-Travel,Sales,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,OFFICE,Part Time
31,Yes,Travel_Rarely,Sales,Male,3,3,Sales Executive,3,Married,8161,2,No,13,3,OFFICE,Part Time
29,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,OFFICE,FullTime
38,No,Travel_Rarely,Research & Development,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,WFH,Part Time
43,Yes,Travel_Frequently,Research & Development,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,3,OFFICE,Contract
55,No,Travel_Rarely,Research & Development,Male,2,5,Research Director,1,Married,19038,8,No,12,3,WFH,Contract
21,Yes,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,WFH,Part Time
22,Yes,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,WFH,FullTime
31,Yes,Travel_Rarely,Human Resources,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,WFH,Contract
36,No,Travel_Rarely,Research & Development,Female,3,2,Research Scientist,2,Married,6962,4,Yes,22,4,WFH,Part Time
29,No,Travel_Rarely,Human Resources,Male,2,1,Human Resources,2,Married,2804,1,No,11,3,WFH,Part Time
29,Yes,Travel_Frequently,Research & Development,Male,2,1,Research Scientist,4,Single,2439,1,Yes,24,4,OFFICE,Part Time
28,No,Travel_Rarely,Sales,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,OFFICE,Contract
30,Yes,Travel_Rarely,Sales,Male,3,1,Sales Representative,4,Single,1081,1,No,13,3,WFH,FullTime
22,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,2,Single,2472,1,Yes,23,4,OFFICE,FullTime
26,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,3,Married,2933,1,Yes,13,3,OFFICE,Part Time
29,Yes,Travel_Frequently,Sales,Male,4,1,Sales Representative,1,Single,1091,1,No,17,3,WFH,Part Time
58,No,Travel_Rarely,Sales,Female,3,4,Manager,4,Married,17875,4,Yes,13,3,WFH,Part Time
27,Yes,Travel_Frequently,Human Resources,Female,2,1,Human Resources,2,Married,2863,1,No,12,3,OFFICE,Part Time
38,No,Travel_Rarely,Sales,Male,2,1,Sales Representative,1,Single,2858,4,No,14,3,WFH,FullTime
32,No,Travel_Rarely,Research & Development,Male,2,2,Manufacturing Director,4,Single,9679,8,No,24,4,WFH,Contract
31,No,Travel_Rarely,Research & Development,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,OFFICE,Contract
33,No,Non-Travel,Research & Development,Male,2,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,WFH,Contract
40,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,2406,8,No,19,3,WFH,FullTime
23,Yes,Travel_Frequently,Sales,Male,3,1,Sales Representative,1,Married,1790,1,No,19,3,OFFICE,FullTime
27,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,2,Married,3468,9,No,12,3,WFH,Contract
34,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Divorced,2661,0,No,11,3,OFFICE,FullTime
46,No,Travel_Rarely,Sales,Female,3,5,Manager,1,Single,18947,3,No,12,3,WFH,Part Time
24,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Married,2293,2,Yes,16,3,WFH,Part Time
35,No,Travel_Rarely,Sales,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,OFFICE,FullTime
28,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,3,Single,3441,1,Yes,13,3,OFFICE,Contract
26,No,Travel_Rarely,Sales,Female,2,2,Sales Executive,4,Married,4157,7,Yes,19,3,WFH,FullTime
35,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,1,Married,4014,3,Yes,15,3,WFH,Part Time
25,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,4,Married,2889,1,No,11,3,WFH,Contract
22,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,OFFICE,FullTime
50,No,Travel_Frequently,Sales,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,OFFICE,Contract
31,Yes,Travel_Rarely,Sales,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,OFFICE,Part Time
25,No,Travel_Rarely,Sales,Male,2,2,Sales Executive,3,Married,8639,2,No,18,3,OFFICE,Contract
22,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,WFH,Part Time
